startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,prolific_pid,jobsatisfacton_job,writingtasks_job,usedgpt_job,whatused_for_job,usefulness_job,chatgpt_wtp_job,usedgpt_whynot_job,usedgpt_whynot_job_4_text,why_notuseful
2023-02-26 17:43:22,2023-02-26 17:53:31,0,100,608,1,2023-02-26 17:53:31,R_3L1KtSSIDnGxqo7,*******,anonymous,EN,090908b9758d55f27cb259b72fce7917ba478d5a07b70c0fd9a98e778ad3aa23,5,"Answering questions: I can answer various questions on various topics. Essay writing: I can write essays on various topics, ranging from academic to creative writing. Summarization: I can summarize long articles or documents into shorter versions that capture the key points. Translation: I can translate text from one language to another. Content generation: I can generate text for various purposes, such as product descriptions, social media posts, and email templates. Proofreading: I can review text and identify spelling, grammar, and punctuation errors. Paraphrasing: I can rephrase text to make it more precise or more concise while retaining the original meaning.",1,"Proofreading, Content generation, or anything related to grammar.ChatGPT is an inspiration to do better and learn from it. It depends on how you want to use it for the better good or just be lazy and copy and paste. I prefer the first.",5,20,,,
2023-02-13 20:55:53,2023-02-13 20:59:18,0,100,205,1,2023-02-13 20:59:18,R_XRlXNnuLAXy7Xvb,*******,anonymous,EN,564470411114823121ef0812dfca2537bb490d290b6dc436fa73b0d19945470a,4,"I write content for the websites of (primarily) small businesses including consumer education blog posts or articles, press releases, product descriptions, and company histories. Usually these texts also serve as SEO content.",2,,,,3,,
2023-02-23 15:31:42,2023-02-23 15:44:31,0,100,768,1,2023-02-23 15:44:32,R_eQfddIj3tlMlb7H,*******,anonymous,EN,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,8,writing up policies and reports for clients and my boss. financial writing.,2,,,,2,,
2023-02-11 10:24:14,2023-02-11 10:26:22,0,100,127,1,2023-02-11 10:26:22,R_2vcQarm94kb94ss,*******,anonymous,EN,763ed439466b4217d22477b159613e5a2632e415b05b538405a9b0ab2e1f074c,7,Most are to the distributors of medical items we carry in the practice. Requesting the sales representative to come to the office and bring material/studies on some of the new products.,2,,,,3,,
2023-03-19 10:03:15,2023-03-19 10:05:39,0,100,143,1,2023-03-19 10:05:39,R_WwWZMLsDKjj42MF,*******,anonymous,EN,3b49eb99a6c3f985c9fa91d39213385bec2f5c40399c116e51d697db83be1ded,7,Writing emails and presentations.,1,Finding sales related answers. Helping to craft sales messages.,3,10,,,
2023-02-18 06:54:15,2023-02-18 06:56:48,0,100,152,1,2023-02-18 06:56:48,R_eWey2BpBaN7uuUp,*******,anonymous,EN,65027f45b1bf2738194723822f03750906b61c3ba23927d383045aeb562f6b8b,9,I write out updates on church members and correct drafts of lessons.,2,,,,1,,"How can it help me update the status of a church member's health? Besides, to me ChatGPT is cheating, plain and simple. I am not paid to let someone/someTHING to do my work for me."
2023-02-11 10:34:59,2023-02-11 10:38:26,0,100,206,1,2023-02-11 10:38:27,R_2QVD5CKT0wm4QWQ,*******,anonymous,EN,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,7,"I write various articles about music related topics, instruments, artists, retail related to it, conduct interviews sometimes and arrange/write whole article about it, do editing and re-write of other worker's pieces before publishing.",2,,,,1,,Because I want tor write a unique article that is specific to our company products that we sell and feature.
2023-02-23 15:37:55,2023-02-23 15:38:43,0,100,47,1,2023-02-23 15:38:43,R_8oVGe7kxAu70PmN,*******,anonymous,EN,89b51d6bd91898c9822460a42cc8e9f393f1d1ee6acd32946bdf5065b57c1a57,7,I write up documentation for different processes. I have to clearly communicate issues and solutions over email to non-technical people,2,,,,1,,It doesn't know the details and specifics of what I'm working on to write it for me.
2023-02-11 10:22:02,2023-02-11 10:24:07,0,100,125,1,2023-02-11 10:24:07,R_Z7WMVppDydW2Ioh,*******,anonymous,EN,9c071d662d5cdf5ce02bc970a148ef6328f98a4183d7b651ffdbecb92be3b033,9,I write product specifications for web designs and development.  I write employee reviews.  I write meeting agendas.  I write status updates for management.  ,1,I used it to generate a recommendation for an employee that was transferring to another department.,5,200,,,
2023-03-14 10:56:35,2023-03-14 10:58:11,0,100,96,1,2023-03-14 10:58:12,R_Uun8oLK1461WxJn,*******,anonymous,EN,6757417ed17511581a3214f3ad9e62e4724b5cbfbb6e2e66f8609ed1e2422388,8,"Interoffice memos, job descriptions, staff newsletter, miscellaneous HR ",2,,,,2,,
2023-02-16 14:14:42,2023-02-16 14:16:23,0,100,100,1,2023-02-16 14:16:24,R_1pVVYkCNm401DSj,*******,anonymous,EN,0590c44dee10ff5f99bd3bca8051fd81474e3349815d0419d9b66b168255346b,10,I typically write emails to clients and suppliers.,2,,,,1,,Because it cannot come up with the specific details that I need to write about.
2023-02-23 21:09:09,2023-02-23 21:10:22,0,100,72,1,2023-02-23 21:10:23,R_25HkSff0gfduR3W,*******,anonymous,EN,91a54d1d16078e5eaef3a6d0517a871273beda4100673fed8b68f90c2b4ff0ee,8,"Writing blog posts, how-to guides, articles, essays, listicles, and more. ",2,,,,4,Fuck AI-generated content. It's gonna put me out of a job,
2023-02-12 21:45:08,2023-02-12 21:49:09,0,100,240,1,2023-02-12 21:49:09,R_25H1kit93JIB1me,*******,anonymous,EN,80eb518b2c60462b111584793ffc8751839b7012c5a2523caa66863b6b7b71ac,8,I have to take notes on the results of the daily work of the employees I supervise ,2,,,,3,,
2023-03-10 12:38:00,2023-03-10 12:38:53,0,100,52,1,2023-03-10 12:38:53,R_roTpdWQjt5bhsEp,*******,anonymous,EN,8a17be1b806ef46df1a793e9cbb5f66451b8d752c5cbfc0d65240d968054c141,3,write out well reports and written diagrams of setups,2,,,,1,,I usually need to write the diagram up with the client
2023-02-10 18:45:00,2023-02-10 18:45:33,0,100,33,1,2023-02-10 18:45:34,R_1kLbQZKHAhtOnF7,*******,anonymous,EN,d740e91b0bfdcc9de2eaae04ca99a75a05f4474ec0c2a22e2b45a877286ee4bd,6,"emails, instruction documents, some presentations",2,,,,3,,
2023-02-16 07:47:47,2023-02-16 07:49:32,0,100,105,1,2023-02-16 07:49:33,R_3DkJKs6ytiXKkyB,*******,anonymous,EN,204b35f9398ad00faf3a221a925dbc8e02758fb6bc30e384d032e3d5f4ee7e94,9,"I have to write up proposals, emails, schedules, and meeting drafts. ",2,,,,3,,
2023-02-12 18:22:42,2023-02-12 18:24:48,0,100,126,1,2023-02-12 18:24:48,R_1mXCQSJZWu1OqB5,*******,anonymous,EN,9210e357b9e238227aaa81017e16db7743b067e6163d6972ced547d23bce5f1c,8,I write sermons and I recently wrote a book for my congregants. I write curriculum and training material for raising up people in the ministry. I am a lead pastor. ,1,I have used it to write a letter to staff members. It was actually a big timesaver. ,4,35,,,
2023-03-01 15:32:28,2023-03-01 15:36:59,0,100,270,1,2023-03-01 15:36:59,R_3qXcMaNvlOcI2ft,*******,anonymous,EN,ff7013698161fe6bff4df8a4c33a95255ad7b28baf2c2e5d76e03f1516a02308,7,"A lot of my communications are via email. I communicate various information but mostly the information focuses on explaining immigration and federal regulations to university staff, faculty and prospective visiting scholars. Besides emails, I also write letters to government agencies for immigration purposes.",2,,,,3,,
2023-02-23 15:32:45,2023-02-23 15:40:03,0,100,438,1,2023-02-23 15:40:04,R_2ykZTw09KhHEdJj,*******,anonymous,EN,ecc11f7b646eae465d7558c6091436ef054e050faa06bcde69389b7e9e5c2027,8,"writing proposals, e-mails, process flows, regulatory requirements, recommendations",1,Researching information regarding legislation requirements,3,50,,,
2023-02-26 10:29:36,2023-02-26 10:30:53,0,100,76,1,2023-02-26 10:30:53,R_2333KnoKdCVBoob,*******,anonymous,EN,fe17f005a22ba69cc2a38b2cee3bc92d821da8094b03d49d06aa5baffcd99ebb,7,I write short stories.,2,,,,4,I don't really approve of using chat AI to perform writing tasks for me.,
2023-02-23 21:00:37,2023-02-23 21:01:19,0,100,41,1,2023-02-23 21:01:19,R_2wcYnpbP07m3vBr,*******,anonymous,EN,fd921bb0c85f6630e90e7d1a94854bd3bda2afcd56e45f70152ab9d674c720a3,4,"Emails to clients, emails to other internal employees, notes for job tickets",2,,,,3,,
2023-02-26 08:24:22,2023-02-26 08:27:41,0,100,199,1,2023-02-26 08:27:41,R_3MyQtGRbxOVI9HD,*******,anonymous,EN,62858591db8dd10e51f735fb0fdcde715561a10d3dcd46bc95e45eb5937fd550,10,I write sales reports based on clientele that we have gained or lost in the week. I write reports based on sales data that comes in from programs we use. I write evaluations for the employees that I manage. These are just a few of the examples.,1,A lot of the time I will find myself using it for general questions. Sometimes if I am looking for more in-depth analysis on a subject that I want to become familiar with I will use it. Other times I may use it to help get the creative flow going.,4,10,,,
2023-03-02 11:21:53,2023-03-02 11:22:26,0,100,32,1,2023-03-02 11:22:27,R_2qDVTkLXT5F9WNy,*******,anonymous,EN,90c7d9c080400bbc7a1a40e4587b07f6b99b9cc2ae69c8c0a0652ec1f40c7675,6,"At my job, I mainly write reports for customers.",2,,,,5,,
2023-02-17 10:35:10,2023-02-17 10:35:47,0,100,36,1,2023-02-17 10:35:48,R_r0SUfZfcAuN7bC9,*******,anonymous,EN,3bb43288e5849fc4ae41b47623966806365527ad67c3732817d99a3c63284d37,8,I write emails to clients. I also write sales proposals to our internal partners.,2,,,,3,,
2023-03-01 21:10:21,2023-03-01 21:11:19,0,100,57,1,2023-03-01 21:11:19,R_1qflngqwdAn3J84,*******,anonymous,EN,2b916cee8dc08fb1337a4b1d27e7e239ccf440d657b22900cfbb755e74b8d411,8,I raise money for a nonprofit organization.  I do basic accounting work. I write grants. ,2,,,,3,,
2023-02-23 15:30:49,2023-02-23 15:31:58,0,100,69,1,2023-02-23 15:31:59,R_1exyOAzzeaaG9Xg,*******,anonymous,EN,f24b633dbbde79a39fb08d31dd2a4d3094fb729bab8cdf4c5d2960fa296d01f8,3,"Editing essays, writing ads, writing emails, taking notes ",2,,,,3,,
2023-02-24 12:51:34,2023-02-24 12:56:15,0,100,280,1,2023-02-24 12:56:15,R_2zdqZBNnkRLRWwh,*******,anonymous,EN,b0719de4f7ce8bfafb4ecaa766e504be5a1a290339714be8660eaf14eb429f32,9,"Account notes, internal correspondence, B2B email, group chat, content creation and editing, reports, summaries, analysis, announcements.",1,"We have a bot on the website I work for. Our clients and users can interact with the bot. We sometimes fine-tune or edit its responses, or have fun and try to trick it, etc. Sometimes our clients use it to produce answers to projects they are working on.",2,30,,,
2023-03-03 07:22:55,2023-03-03 07:23:41,0,100,45,1,2023-03-03 07:23:42,R_2eR02bmp9g8q2SQ,*******,anonymous,EN,032397822a1efba6a97062167e9dc6402dda6f0f7938616992f90cbae4757685,7,i have to write emails to clients and reports to clients and to co-workeres,1,i use it to help draft boilerplate language,3,5,,,
2023-02-26 15:18:49,2023-02-26 15:20:26,0,100,97,1,2023-02-26 15:20:26,R_2cuWYvrG6T1tuSF,*******,anonymous,EN,9f22821661927debee008e6ed796ee808f29bc5181d3c3efa88df8fa2f2eb294,10,"Mostly taking notes while talking with customer.  Otherwise, I do all on keyboard.",2,,,,1,,I have mostly customer interaction on the phone or in person.
2023-02-19 10:14:59,2023-02-19 10:16:28,0,100,88,1,2023-02-19 10:16:28,R_3pcqjhag5rQEFUM,*******,anonymous,EN,8b5177ed8917c390f3bd18088dd0cc21a6a50f1cfe2ff01c4affc2b88e46ff8e,1,"I write reports, briefs, prospectus, and program analyses.",2,,,,1,,ChatGPT does not and cannot handle the material and subject matter of my job in a factual manner. It fabricates content that is untrue or fictional.
2023-03-10 12:14:03,2023-03-10 12:14:52,0,100,48,1,2023-03-10 12:14:52,R_3s1GlR4HfUTYcmF,*******,anonymous,EN,699a6b0515a132f0a8c12087c54ce4161a23db1beb480a21d076a2184eb4a8f1,9,"Writing many emails, and technical documents.",2,,,,1,,Don't think it would be applicable.
2023-02-26 09:34:02,2023-02-26 09:34:41,0,100,38,1,2023-02-26 09:34:42,R_1Cf6aT3CFu1LC0w,*******,anonymous,EN,4630b06fe3fbcf4fa1b00043b19aa026e8eae94987e9e8da28378e0163eb1ab3,7,"client emails, procedure writing ",2,,,,2,,
2023-03-10 08:54:18,2023-03-10 08:58:29,0,100,251,1,2023-03-10 08:58:30,R_3g0EFhZkTsf1lkx,*******,anonymous,EN,b2122d19ffd1edbcc59dbbd5448ea390a75bbf53741639485fa989134f3696f8,4,"I typically write internal and external emails, press releases, web copy, brochures and other various marketing collateral.",1,I had ChatGPT create a blog article about my company's product and how it would be used in a specific market and environment,2,15,,,
2023-02-11 12:43:40,2023-02-11 12:44:37,0,100,56,1,2023-02-11 12:44:38,R_1d037jx1X8kzHce,*******,anonymous,EN,5f010bcbfca5913d4fca62601f82fb83aac125c08009409df4462023748b3555,8,"I send emails and text messages regarding shipments or issues I encounter, and also issue sales reports.",2,,,,3,,
2023-02-10 13:27:55,2023-02-10 13:30:56,0,100,180,1,2023-02-10 13:30:57,R_eRMejHQ01IJ71cZ,*******,anonymous,EN,59e61151add9ab676ed42dfb47033d3c5d3d1b0da6fae564e7380c6a6541b5e3,9," I will manage a group of people under my supervision, manage their projects, and approvals, recruit new talent, and plan strategy",2,,,,3,,
2023-02-27 11:46:13,2023-02-27 11:48:12,0,100,119,1,2023-02-27 11:48:13,R_1GDeaxeXHgu5uCj,*******,anonymous,EN,92b926506b1521959a17dd589f3a8f6e08041789aacb4dc9dfc9711e2529ed11,7,I do social media posts and I think that that is about all the writing that I do,2,,,,3,,
2023-03-03 10:35:56,2023-03-03 10:37:01,0,100,65,1,2023-03-03 10:37:02,R_1OoA3Z4q24wYGxP,*******,anonymous,EN,bc237e4ba13992a3d82069c0dd720a7d71267c20da4249a5c962fa62c71b6ab4,7,"I write a lot of e-mails to potential clients, clients and vendors. I write social media captions for Instagram and Facebook. I very occasionally write blog posts.",2,,,,4,No idea what it is,
2023-02-23 15:31:28,2023-02-23 15:32:08,0,100,40,1,2023-02-23 15:32:09,R_28VgGPQsaFrrwZN,*******,anonymous,EN,a87b4e58f2e8c1770d67ffa28fb0d48ecff5b9936bccd7c8aff1ed9cb345796a,3,I use ChatGPT mostly now,1,Summarizing notes.,5,5,,,
2023-02-15 12:40:24,2023-02-15 12:44:57,0,100,272,1,2023-02-15 12:44:58,R_2wh6VbKumA9U4zb,*******,anonymous,EN,9837745924d59a474ccd1b772111f322bf2bb74c5000a6ed82cddffe4bded3ba,7,"I write business plans, marketing plans, and I draft emails to clients constantly. ",1,"I use it to rewrite my rough drafts, I use it to write rough drafts that I can then personally tailor as well. ",4,5,,,
2023-02-16 08:15:30,2023-02-16 08:17:04,0,100,94,1,2023-02-16 08:17:05,R_33pryRXpAtrFPDo,*******,anonymous,EN,556a9409f4843f88ef9adb632cdbb4ebe55b3ddff455a4fe2e57331a05406c61,7,"I'm a driver, I don't typically do any writing tasks for that job. However, my side gig is filling out surveys like this which do have writing tasks occasionally.",2,,,,1,,"Because I'm a driver, and ChatGPT isn't used for my job. However, I have used ChatGPT before and I do have an account."
2023-02-15 13:15:02,2023-02-15 13:17:38,0,100,156,1,2023-02-15 13:17:38,R_bemk5dFJYuMSYXT,*******,anonymous,EN,2e3cccb9130eda1c4d66d882760b9f08df64692a2b5e8256e5751e574e2e815c,3,"Most of the work I do is writing SEO optimized content for B2B companies, so content on their websites focused on certain keywords and the like.",2,,,,1,,"The content it writes just isn't good, and it's inaccurate enough of the time that it doesn't really help with research topics I'm writing about either. I'm much better off researching and writing things myself."
2023-02-20 11:52:05,2023-02-20 11:52:46,0,100,40,1,2023-02-20 11:52:46,R_2tyy17MEsRWPJzO,*******,anonymous,EN,64894943ec3ec67b44247ba7627e7afbb6a61a73bb98a32b9de90d5a8f0b04e6,6,I typically do clerical and admin tasks like keeping up with employee directory spreadsheets.,2,,,,2,,
2023-02-26 20:13:59,2023-02-26 20:14:37,0,100,38,1,2023-02-26 20:14:38,R_1jVaXAl4Iuok4Jl,*******,anonymous,EN,1e929a0635b42f3647b17d502d67aa2230b7d510430c7a869fde4a03d7423454,6,Transcription writing,2,,,,1,,I transcribe files on my own 
2023-02-17 06:30:16,2023-02-17 06:31:37,0,100,81,1,2023-02-17 06:31:38,R_r8Tx6nHgfN4d3Nv,*******,anonymous,EN,d6853437940b5c4c06c256e03c6fc1bf5da8213de06804bca6449ae08684c5d1,9,I write insights on data we see from marketing efforts. So usually a few sentences to make data easy to understand,2,,,,1,,Insights require extensive background knowledge and context
2023-02-11 10:22:27,2023-02-11 10:23:03,0,100,36,1,2023-02-11 10:23:04,R_RKbkYa16fAVLiwx,*******,anonymous,EN,5a621866356b6e9d1811c1b433932bf305e1d0ed1fd553ba96fd19f19e66a19d,6,I write dungeons & dragons style adventures and game rules.,2,,,,1,,"My writing tasks are creative in nature, and chat GPT does not work there."
2023-02-13 12:02:01,2023-02-13 12:05:17,0,100,196,1,2023-02-13 12:05:18,R_24Gkn16ofRH8E3V,*******,anonymous,EN,f05ab811bc471ac851e4b650e9e77f6f5e0c8b224d36aabb66e61ce1dda668ac,8,I do marketing and supervise several people. The writing tasks that I do are in relation to this.,1,the times I have used this are in relation to customer service needs or tech support...,3,50,,,
2023-02-15 13:15:04,2023-02-15 13:16:01,0,100,57,1,2023-02-15 13:16:01,R_QaG4xoeHLorr0uB,*******,anonymous,EN,7d9ad1402d485eb51a8050dbe30f614c708b95606e25dc96ef7cfec95300694e,4,Writting desrciptions for products online. ,2,,,,4,I am not aware of what ChatGPT is.,
2023-02-24 17:32:22,2023-02-24 17:34:35,0,100,132,1,2023-02-24 17:34:37,R_OqEMotplTS15PX3,*******,anonymous,EN,fc8f9841531bdd1a7131ad8d39e735027f3cd128abec96e14e149dcec00f3bd1,8,"Training documents, work schedules, financial justifications (for labor usage), team communication ",2,,,,4,Workplace uses Textr,
2023-02-25 15:21:15,2023-02-25 15:23:30,0,100,134,1,2023-02-25 15:23:30,R_2R7CKIhzP8cQQRk,*******,anonymous,EN,79968a659e4888bc1a379e085699c8f898c89008047310a5d7109e27d8c3c3d1,10,I don't do many writing tasks in my current job aside from writing emails and writing for presentations.,2,,,,3,,
2023-02-21 06:17:38,2023-02-21 06:19:03,0,100,84,1,2023-02-21 06:19:03,R_2Yy9mUKd8SjJyAp,*******,anonymous,EN,85f22f3cea3cdc9da899c9abe0d29ab0073e51ab6b1afcd0da0c7f4937a8401c,3,"Lesson planning for English Literature classes taught to seniors and graduate students, responding to emails, working on my book manuscript.",2,,,,1,,Because the work that I do is esoteric enough that it is beyond the capabilities of AI.
2023-02-24 06:45:37,2023-02-24 06:48:04,0,100,146,1,2023-02-24 06:48:04,R_Aj7zZCkRqf7hM2Z,*******,anonymous,EN,dc63ccca2920c2aa8846a4559ad0c071178035564a5ec61c9786c0f63b43bfb1,7,"I regularly respond to e-mails and also correspond through text messages. Sometimes I contribute to a knowledge base (like a private wiki). I also occasionally write formal reports. Lastly, I sometimes write documentation or comments for code or scripts that I have written.",2,,,,3,,
2023-03-08 20:22:40,2023-03-08 20:23:23,0,100,43,1,2023-03-08 20:23:23,R_12rtMbHcEFHrZZk,*******,anonymous,EN,560c4ce0733ffa370d02a46253b6ee1568a2bdcf2bd4e489ca59a192092399a8,7,"Writing emails, proposals for clients, copy for marketing emails.",2,,,,3,,
2023-02-10 15:12:38,2023-02-10 15:13:50,0,100,71,1,2023-02-10 15:13:50,R_5o0XV086QdvwhVv,*******,anonymous,EN,f79115ff8a96917c2f6c4ea8bf0903d2083ca7de422a6e283f9c369d048994f3,6,I write insightful summaries about results from ad campaigns.,2,,,,4,rather do my own work,
2023-02-13 14:27:27,2023-02-13 14:31:23,0,100,235,1,2023-02-13 14:31:24,R_2QFmsjR9NcwQ4SJ,*******,anonymous,EN,d896397e277bd19791ce9f3e30c31b7d0cd7a7b88f1af369a4403f7388fe8e9e,7,"The main writing task that I do at my job is the creation of actionable intelligence reports. I collect raw data, analyze it for inclusion in the report, use our risk matrix to give the report an overall rating, and create 2 written intelligence report from here; 1 report for the client, with more links and less detail, and 1 report for our internal records, which is written in much greater detail.",1,"I use ChatGPT to quickly summarize websites and articles, and provide me with linked sources for each, to help optimize and edit my own writing, and to identify patterns or anomalies in the data that I am anayzing.",5,25,,,
2023-02-15 12:01:00,2023-02-15 12:01:50,0,100,49,1,2023-02-15 12:01:50,R_2wNV3ON54qhJ3iJ,*******,anonymous,EN,4e90244629c4821d2219d28b3b77fb458c2d756315dd1cd1ae81f816c58d84f9,8,"web site, product descriptions, emails",2,,,,2,,
2023-03-02 10:48:48,2023-03-02 10:49:50,0,100,62,1,2023-03-02 10:49:52,R_1hGZIeEJgIM2yHE,*******,anonymous,EN,be2e684d7fa00af8d30c10b4793d0ff8088aea40cb775f55312b420e045cf1c8,4,Email composition,2,,,,1,,Specific info related to day to day operations
2023-02-26 15:11:12,2023-02-26 15:11:43,0,100,31,1,2023-02-26 15:11:44,R_2rBBvKBWdoxxEoV,*******,anonymous,EN,721697a2ba9e34833f8918008682681e9e636e7859437441879faae416e22c7e,4,Typing emails to others,2,,,,3,,
2023-03-20 14:21:16,2023-03-20 14:22:09,0,100,53,1,2023-03-20 14:22:11,R_bErUxnBrcWLmhIl,*******,anonymous,EN,71a04950400c8d2f37d6f8134bca266c869e949249ed8323e84fa49e2e548aa7,5,"I am a sales manager, so I write a lot of sales emails and sales briefs. I do a good bit of reporting as well, and I write feedback for my team members on a daily basis.",2,,,,5,,
2023-02-13 14:36:44,2023-02-13 14:37:27,0,100,42,1,2023-02-13 14:37:28,R_3iD50gV3Bq3U79q,*******,anonymous,EN,40daadabdf5be50b4c46f099c941c2a28d6bbd46485c4acd8950e1f18ed33672,6,"Status updates, meeting notes, presentations, exec summaries",2,,,,1,,They are very specific and I can't put client information into ChatGPT
2023-02-11 10:43:05,2023-02-11 10:44:58,0,100,112,1,2023-02-11 10:44:58,R_QfAg4PV7I7Ao3GF,*******,anonymous,EN,05e019e50b31016cb7dc9658a79967268b92c22c22e90076426f5955f4032ad1,7,"Purchasing proposals for software, blog posts, instructional documents.",2,,,,5,,
2023-02-23 15:33:05,2023-02-23 15:52:07,0,100,1142,1,2023-02-23 15:52:08,R_2zv71FJZjerGuwz,*******,anonymous,EN,ac24da5cef35c88c7b155f4ec133a3cbb902c1de42506119b2f9ce2a522ac8c0,9,I typically write emails to my employees or bosses detailing what we are going to be doing in the next few days. Or if I am filling out a for for employee feedback other than that I don't really have many writing tasks.,2,,,,3,,
2023-02-23 15:30:41,2023-02-23 15:32:57,0,100,136,1,2023-02-23 15:32:58,R_2bNOMELDTQBMV3d,*******,anonymous,EN,4d829b431cdef701f68406a89260eb920048ac7bca8a70d42dfef13138418b42,6,I wrote emails and memos to management. I also write business proposal.,1,I use the ChatGPT to revise my writing.,3,20,,,
2023-03-03 10:15:03,2023-03-03 10:16:24,0,100,80,1,2023-03-03 10:16:25,R_2eW3avEnTPpzt04,*******,anonymous,EN,aeab250522a9357921dcfc3c98f96e3433e002efefdecef33ad11b5ef4ef89c3,9,"Writing emails, writing custom copy for promotional materials, writing notes",2,,,,1,,Because it wouldn't know the specific features and functions of the product I am trying to promote.
2023-02-10 19:12:37,2023-02-10 19:13:22,0,100,44,1,2023-02-10 19:13:22,R_2QL59epHdHBPelE,*******,anonymous,EN,14f821ea65a169a2dc581915481f9a5f153aa9168332b0b7b3aaf5b4ed7237d2,7,I write professional emails. Sometimes I write responses from very high level managers. I often times write position papers for management to the union.,2,,,,3,,
2023-02-15 23:23:03,2023-02-15 23:25:38,0,100,154,1,2023-02-15 23:25:38,R_2dnY84P51rAm55H,*******,anonymous,EN,bb54c60a5c9f6c5e89e8aa216643eef839e2394e4553fa953e28d4dabafb95ea,8,Drawing plans and designs about branding,1,To provide me ideas on the best way to brand a product,3,10,,,
2023-02-23 16:48:47,2023-02-23 16:49:36,0,100,48,1,2023-02-23 16:49:37,R_3fDb5OmnQTc9JT5,*******,anonymous,EN,d0972a71114d6d9f5190bbbe61ceff3cbdf26ab266a66994026bb79f639b2ead,6,Mostly just writing emails. I don't have to do many other writing tasks than emails. ,2,,,,3,,
2023-02-20 14:33:59,2023-02-20 14:35:29,0,100,89,1,2023-02-20 14:35:29,R_3rZCcis3dVur9yi,*******,anonymous,EN,032b58170d54328547de5805625e294a2465675d987c98ca2bdbe65292e44daa,5,"I research and write content. On another job, I audit products of companies and provide my results.",1,ChatGPT can summarize text and provide information about topics.,4,9,,,
2023-02-28 13:29:22,2023-02-28 13:30:51,0,100,89,1,2023-02-28 13:30:52,R_2zC5oZbDDyhsACe,*******,anonymous,EN,f84906dec810c585bba80efb5a1dcf32bd028dc716b09ba31b68d907b104bf57,10,Usually i write up documentation on new systems.   I also document the setup for monitoring of various systems.   This is all placed on a confluence page.,1,Basically taking something I have written and rewriting it to sound better.,5,10,,,
2023-02-12 13:45:01,2023-02-12 13:45:57,0,100,55,1,2023-02-12 13:45:58,R_217kfBA9EBcKXSA,*******,anonymous,EN,5c2006c538f9b2615b7938e5f74e65043407ac1f0d6ce635bf21dbc07a6ca497,9,"I write scientific papers (so read background literature, write summaries of the literature, write our methods and results, and then write what conclusions we can draw from those results)",2,,,,3,,
2023-02-26 07:10:22,2023-02-26 07:10:55,0,100,33,1,2023-02-26 07:10:55,R_3emHzHbjEs2aoga,*******,anonymous,EN,53a9b3fea83c83436d38b499e5f0927edbde40d46ee2139a1209e664e636e399,6,I mostly write scripts to be read out loud,2,,,,1,,I think I can write it quicker than it can
2023-02-23 17:56:30,2023-02-23 17:58:52,0,100,142,1,2023-02-23 17:58:52,R_262yqs8XqTDQTMO,*******,anonymous,EN,6a2d30d7e8826fda8f52e381511380653c696f149a5cd7acc8701a13ae417f9a,7,"I write proposals, budgets.  I create emails, meeting minutes, presentations.",2,,,,4,I try to create original content.,
2023-02-18 07:37:39,2023-02-18 07:40:12,0,100,153,1,2023-02-18 07:40:13,R_26aHWQ6PLmjzEQF,*******,anonymous,EN,96f6cad1242d93b0745e511463c943e5b19d815dbb9518b23ed4504c38d30d09,7,"SEO optimization, articles, booklets, book length manuscripts",1,"I'm sorry, but I can't share that information due to confidentiality.",5,0,,,
2023-02-23 16:01:49,2023-02-23 16:03:25,0,100,96,1,2023-02-23 16:03:26,R_1jJLNivlHNsG5xK,*******,anonymous,EN,154dfd749dcba68c75231feb8409099a04f4b728924e89f335b98eb141badd10,8,"Elaborate emails for customers, send emails to internal employees with instructions on how to do process. ",2,,,,2,,
2023-02-23 16:49:58,2023-02-23 16:50:35,0,100,37,1,2023-02-23 16:50:36,R_3EXdReYUAbZ0yCE,*******,anonymous,EN,7f7d877b3d2ba54e1114430ac9da547c8c3e5701664e701b80c84fde661987bc,7,I write out job reports.,2,,,,3,,
2023-02-27 19:41:54,2023-02-27 19:44:04,0,100,129,1,2023-02-27 19:44:04,R_3s66fCU5qZPsy1g,*******,anonymous,EN,3ac1e18fd20ed2269de301b753cb2f517b8ac6c63b3b2b64abed767964473589,7,"Writing e-mails to customers, from short replies to full feature and process explanations (600-800 words). In addition, I write presentation slides and internal educational materials (different length per subject, average ~10 pages of material)",2,,,,3,,
2023-02-12 13:12:37,2023-02-12 13:13:07,0,100,29,1,2023-02-12 13:13:07,R_1qX0U4LpVNAMZyD,*******,anonymous,EN,528509929c35f518e79d40efb4d25a4e286a0e90af18cf2b178abd3cce283d18,2,Marketing and sales ,2,,,,3,,
2023-02-23 17:41:05,2023-02-23 17:47:47,0,100,402,1,2023-02-23 17:47:48,R_3Dq2VhuznnPuCHK,*******,anonymous,EN,321a85bd85f3dd6014299195be807c384fc70d7d844e9c010ca74a1f71abef55,7,"I write reports about up-to-date use cases for of APIs, softwares, tech tools, etc. within our client niche areas for the company's knowledge hub. As a consultant, I also write reports for clients seeking IT solutions for their company's growth strategies. ",2,,,,4,"I haven't had the need to do so within the past week, and also, ChatGPT is sometimes down during the workday and caps the number of queries, rendering it an irritation to use at times.",
