,responseid,essaynum,sheetnum,grader_id,occupation,StartDate,overall,writing,content,originality,time,prolific_pid,retry,justify
4153,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,1.0,1.0,1.0,1.0,69.812,59e61151add9ab676ed42dfb47033d3c5d3d1b0da6fae564e7380c6a6541b5e3,,Way too short for such a drastic change within the company. Doesn't address concerns of demotion.
1752,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,1.0,1.0,1.0,1.0,142.972,59e61151add9ab676ed42dfb47033d3c5d3d1b0da6fae564e7380c6a6541b5e3,,"There is nothing of value here. Poor writing, doesn't address concerns, doesn't even finish the email, the half written email isn't even that coherent"
3124,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,2.0,1.0,2.0,2.0,148.364,267f1db074bbaac0aae0f8941a61bb51df52b0b26f80270b8072119dfd19b262,,Poor grammar and an awkward flow. It hits each mark but it doesn't do a good job at it.
380,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,4.0,4.0,3.0,2.0,232.706,edd6e9ca11dd20814a1d3f33b0bb0d6200837bd06473a1112764c0f2c4e9ef18,,The writing format feels very simple. They never addressed the comfortability concern.
1066,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,2.0,3.0,1.0,2.0,154.29,14f821ea65a169a2dc581915481f9a5f153aa9168332b0b7b3aaf5b4ed7237d2,,Didn't address employee concerns at all. Spent the entire email saying why they wished people would get on the VR instead of why the company wants them on the VR platform.
2781,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,6.0,6.0,6.0,5.0,119.685,edd6e9ca11dd20814a1d3f33b0bb0d6200837bd06473a1112764c0f2c4e9ef18,,Professional and hits the marks that it needs to. Does a good job overall.
3810,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,2.0,1.0,3.0,2.0,102.017,3987c615857edd5c0dd091db195e5d66cf1abd409d0527c44157961dc2ea0c70,,Somewhat sloppy in places but hits what it needs to. Just needs more polish and it could've been better
3467,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,4.0,5.0,3.0,5.0,135.472,14f821ea65a169a2dc581915481f9a5f153aa9168332b0b7b3aaf5b4ed7237d2,,It's very professional but I think it might be saying too many concrete details which goes against the prompt. It also takes too long to get to the point at the beginning.
2438,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,3.0,3.0,2.0,3.0,230.608,8c00b0e405eda3b9d3e24fd0029f051de81d045984d3048baf12903f6ea121bb,,"Just awkward in places like where it starts by talking about her ""vision"" for the future even though this is a thing which is actually happening. Seems to create potential room for confusion."
1409,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,5.0,6.0,5.0,5.0,259.581,3987c615857edd5c0dd091db195e5d66cf1abd409d0527c44157961dc2ea0c70,,Overall very professional and seems to flow well. I wished they would've addressed the comfort issue but they did say to reach out to HR if the employee had further concerns.
4496,R_wXYAkDiDFyuiHJv,B,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,5.0,6.0,4.0,6.0,138.733,5f010bcbfca5913d4fca62601f82fb83aac125c08009409df4462023748b3555,,It's very good but doesn't quite specific address the concern for the employees facing demotion
37,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,4.0,2.0,4.0,4.0,159.8,8c00b0e405eda3b9d3e24fd0029f051de81d045984d3048baf12903f6ea121bb,,Provided decently compelling reasons to utilize it but I didn't like the format of the email. Brushes off employee concerns.
2095,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,4.0,5.0,3.0,4.0,152.421,5f010bcbfca5913d4fca62601f82fb83aac125c08009409df4462023748b3555,,It's fine. Doesn't actually address the concern of privacy; it makes it worse by pointing it out and then never mentioning a solution.
723,R_wXYAkDiDFyuiHJv,A,1,e8a68406572c14c9793607ab1d87ebcdbc876cda84e90c4591a3d6cc62b3f1f6,HR professional,2023-02-05 01:15:36,1.0,1.0,1.0,1.0,244.164,267f1db074bbaac0aae0f8941a61bb51df52b0b26f80270b8072119dfd19b262,,Very little is redeemable about this submission. It would honestly be easier to start over than try to fix the multitude of errors that exist here.
2782,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,5.0,5.0,5.0,4.0,70.308,d740e91b0bfdcc9de2eaae04ca99a75a05f4474ec0c2a22e2b45a877286ee4bd,,"This response provided specifics and referenced one of the reports (first response to do so!). However, they failed to answer the original question - to invest or not?"
2096,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,4.0,4.0,5.0,6.0,65.921,f6cbf8237dca38f03689590ed8d9ce5b624a9042bba084b960aed3bbcd53a991,,"I appreciated that they provided specific metrics to support their argument. Writing style could use some focus, as it is missing intro and closing summary paragraphs."
4154,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,4.0,5.0,5.0,4.0,52.905,9541982de5e3334360b830328915aa012626978a8b019689acbb24d81220376e,,"The respondent did not answer the prompt - to invest or not? However, they outlined the benefits and risks well and in detail."
3125,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,3.0,2.0,3.0,4.0,99.713,eb10589e5e18262b6adf6abc9465557525da4a8215a33ae17ac61707bd41a65f,,"This response feels more like an opinion-based piece on the subject of cultured meat, as opposed to an investment recommendation. Writing quality is lacking in sentence and paragraph structure."
1410,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,6.0,6.0,6.0,7.0,84.01,5877aaccba529f43e4df3adf9ed1cd6977e61a920d951c8c8688b9dfe714817d,,"This respondent's writing style was easy to follow, clear, and engaging. They also failed to cite sources."
38,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,4.0,3.0,4.0,3.0,139.205,de41fd07c23b5903ea12c3bf1a006431e4e10382ffc19f204a1c7cfaf2003936,,"This writing style did not appeal to me - punctuation, sentence and paragraph structure, etc. Works cited missing."
1067,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,5.0,6.0,6.0,5.0,107.8,49b15cd5da76e7b049c8b1f3e721666bf7862e2e448f4919e9d45ded5826681d,,"I would avoid using the word ""I"" and focus on the facts for this style of writing. However, they provided excellent points on benefits and risks. This one is also missing citing."
4497,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,5.0,4.0,7.0,7.0,90.065,f6cbf8237dca38f03689590ed8d9ce5b624a9042bba084b960aed3bbcd53a991,,"I really enjoyed this response. The respondent provided statistics to support their argument, approached their recommendation from an ""us"" perspective, and provided specifics on HOW to implement. However, structure of the writing piece could use some edits."
381,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,5.0,5.0,6.0,6.0,63.32,d740e91b0bfdcc9de2eaae04ca99a75a05f4474ec0c2a22e2b45a877286ee4bd,,The respondent opened with their opinion which was a great open start. This is missing works cited as well.
3468,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,6.0,6.0,6.0,6.0,60.342,5877aaccba529f43e4df3adf9ed1cd6977e61a920d951c8c8688b9dfe714817d,,"They answered the prompt! Additionally, they supported their reasons in a well-thought out format and provided metrics and examples to support it. "
2439,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,6.0,6.0,6.0,6.0,80.608,de41fd07c23b5903ea12c3bf1a006431e4e10382ffc19f204a1c7cfaf2003936,,"The respondent took an interesting approach of suggesting additional research and analysis before making a decision, therefore not answering the prompt directly. However, their approach supported that recommendation and that can and does happen in real-life work settings frequently. "
1753,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,5.0,6.0,6.0,5.0,197.452,9541982de5e3334360b830328915aa012626978a8b019689acbb24d81220376e,,"This response provided tactical actions to take to be successful in the Chinese market. However, they failed to cite their sources."
3811,R_UhaKIWfY0rSn1G9,B,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,5.0,5.0,5.0,5.0,73.703,49b15cd5da76e7b049c8b1f3e721666bf7862e2e448f4919e9d45ded5826681d,,This respondent provided what was asked of the assignment - benefits and risks. I would have liked to have seen more supporting evidence for their recommendation but good work overall.
724,R_UhaKIWfY0rSn1G9,A,1,eb4d80d830633facabeafdfb78b23d1e593392998a7bae36073c2e7c2e75fe14,consultant,2023-02-05 07:24:57,4.0,3.0,5.0,5.0,83.301,eb10589e5e18262b6adf6abc9465557525da4a8215a33ae17ac61707bd41a65f,,"The respondent's writing style could use some assistance - punctuation, sentence structure, etc. However, their talking points support their opinion strongly. Works cited missing as well."
734,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,1.0,3.0,1.0,1.0,278.678,aea0b9852938f86788ca5cf55ba2697b1fcb76cfd2a98cb10f44ad26a2cc2eac,,Quite poorly written and well below the 400 word requirement. It failed to explain or adress most of the company and employee concerns that it should have.
2792,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,7.0,7.0,7.0,7.0,262.748,20d58eff8101ac279ba9b59dada68cb8fcf91079522875d34e6f6a2a6c78b59d,,This letter flowed extremely well and seemed to adress all concerns. Punctuation and grammar use was done very well in this instance.
391,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,4.0,6.0,3.0,4.0,252.984,20d58eff8101ac279ba9b59dada68cb8fcf91079522875d34e6f6a2a6c78b59d,,I do feel that this was well written and did address the use of headsets and the virtual workspace. I don't feel it was comkpleted as instructed due tio it being too short and not going into enough detail.
1763,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,5.0,6.0,4.0,5.0,260.008,2993ad8ec02ab3ddc670f9763ccfa57f56a4872469bd6ba37ff8f3211403f2bc,,"It failed to actually address employee privacy concerns. It was well written in reagard to flow, punctuation and grammar."
3821,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,7.0,7.0,7.0,7.0,294.546,af8d99854c0a60dcc1d0327330b554fa492bd8430c8def367b999ec5d551e1fd,,This seems to have touched on all isses as instructed. Grammar and punctuation were very good and the flow was excelent.
3478,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,5.0,6.0,4.0,5.0,173.473,fe0c9fb2868c79ab92ce9837e3924b356ccf1419a9699538e36f1c4193feda3e,,It was somewhat well written overall. It did fail to explain more of the details regarding streamlining of managerial structure.
4164,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,5.0,4.0,7.0,7.0,278.809,2993ad8ec02ab3ddc670f9763ccfa57f56a4872469bd6ba37ff8f3211403f2bc,,It seems to have addressed all relevant concerns. The writing was a bit clunky and the flow wasn't the best.
2106,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,2.0,3.0,2.0,2.0,259.979,204b35f9398ad00faf3a221a925dbc8e02758fb6bc30e384d032e3d5f4ee7e94,,Punctuation and grammar were alright but it was very repetitive with points and overused (future). It did not go nearly far enough addressing employee concerns including privacy and comfor or resolutios for these issues.
4507,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,7.0,7.0,7.0,6.0,208.17,9510de57ebfd33d3483cff6004c3ce164c96dfdc5ae78ebb9bb7d19cb5e1b34e,,"This response was fantastic in that it was succint, to the point ad seemed to touch on all concerns. It was well written as it flowed well and used good grammar and structure."
1420,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,6.0,5.0,7.0,6.0,249.389,af8d99854c0a60dcc1d0327330b554fa492bd8430c8def367b999ec5d551e1fd,,Most or all of the employee and company issues were addressed. There were a number of writing mistakes appearing throughought.
2449,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,2.0,2.0,2.0,3.0,672.761,4c4a070d3add9c77594823c9fc983cb58fc6478b75bb8edc08f40c14561fbb06,,It was poorly written with regards to structure and punctuation. It failed to clearly explain reasons for changes of company heirarchy and structure.
48,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,4.0,3.0,5.0,5.0,288.147,4c4a070d3add9c77594823c9fc983cb58fc6478b75bb8edc08f40c14561fbb06,,It didn't use the best punctuation or grammer and the flow was not the best. It also failed to address security concerns but seemed to address all other issues.
1077,R_1QrsdhRoO9yTW0w,A,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,2.0,2.0,2.0,2.0,261.735,fe0c9fb2868c79ab92ce9837e3924b356ccf1419a9699538e36f1c4193feda3e,,"This was very poorly written with very bad use of punctuation, grammar and overall flow. This also failed to address privacy concerns and was somewhat threatening."
3135,R_1QrsdhRoO9yTW0w,B,5,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-02-05 13:36:23,3.0,4.0,2.0,2.0,402.147,aea0b9852938f86788ca5cf55ba2697b1fcb76cfd2a98cb10f44ad26a2cc2eac,,"This response barely touched on the issues it was supposed to. It did not follow the ""around 400 word"" guidline and seems to have been completed in a hurry."
1071,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,3.0,3.0,3.0,3.0,279.769,1f5cd00d196b3b9ce2ab3286fa4728a75f9ed10619e1befb47568fb127b6be49,,"The document is a bit choppy in the flow of the writing.  The document encourages employees to use the virtual office, but it glosses over employee concerns related to the usage."
385,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,2.0,4.0,2.0,2.0,291.145,43682e6112d7289cdb1d0cfc524a4bf26a041acad155d851fadc06a2428cdef4,,"The overall quality of the writing is acceptable.  However while mentioning employee concerns there are no solutions suggested, also the writer gives the impression that logging in everyday is akin to a punishment rather than encouragement."
728,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,2.0,2.0,3.0,2.0,240.614,ee7c07768f61852b1e6aa3850487ea901d42ec05de647f8092745730495acbb4,,There are numerous spelling and other errors in the composition.  The overall tenor of the composition is successful in encouraging employees and addresses the issue of the headset being uncomfortable.
1757,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,6.0,6.0,6.0,5.0,192.408,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,,"The document is well constructed and offers good flow. The writer offers concrete reasons for using the virtual office and equipment, and adequately addresses the employee concerns."
2443,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,2.0,2.0,2.0,2.0,154.102,204b35f9398ad00faf3a221a925dbc8e02758fb6bc30e384d032e3d5f4ee7e94,,The document is choppy and lacks information related to the change.  It also gives the impression that the reader is unintelligent or childlike.
3129,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,3.0,2.0,3.0,3.0,206.087,ee7c07768f61852b1e6aa3850487ea901d42ec05de647f8092745730495acbb4,,This document contains a number of spelling and grammar errors.   The content is extremely vague and does not address employee concerns.
4501,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,2.0,2.0,3.0,2.0,257.806,5a71b75b52c0bd7e458785655b5427470bc74b74186de7b36cad6998eeabbe78,,"There are some wording and structure errors and the flow is very choppy, while skipping around a bit.  The content is a bit informal and the writer is acting more as a cheerleader than a person giving an overall announcement related to the changes."
2786,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,3.0,2.0,3.0,3.0,220.71,43682e6112d7289cdb1d0cfc524a4bf26a041acad155d851fadc06a2428cdef4,,There are some structural and sentence formation issues in the document.  The writer does not address the issues that they are trying to solve or how the move will foster better employee work satisfaction.
3472,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,4.0,4.0,5.0,3.0,291.81,1f5cd00d196b3b9ce2ab3286fa4728a75f9ed10619e1befb47568fb127b6be49,,"The document is adequately written and structured, but does use some wording awkwardly.  The document does skip back and forth a bit while addressing concerns but does not provide employees with a sense of comfort."
3815,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,4.0,5.0,4.0,4.0,261.389,a298493d6c52e61061642c23f2131e1a74c30a81d809b1e23926ac5014a12ce6,,The document is adequately written and structured.  The writer glosses over employee concerns and does not strongly encourage or comfort employees.
1414,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,7.0,7.0,7.0,7.0,185.96,a298493d6c52e61061642c23f2131e1a74c30a81d809b1e23926ac5014a12ce6,,"The spelling, grammar and construction of the document is flawless.  The document addresses the salient issues and concerns of employees in a well written professional manner."
4158,R_2TmKunIGtNgs9WC,B,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,6.0,5.0,6.0,6.0,147.902,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,,The document is well written and logically structured.  The writer addresses the issues related to the reorganization while not giving concrete facts.
42,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,5.0,5.0,5.0,5.0,339.094,9510de57ebfd33d3483cff6004c3ce164c96dfdc5ae78ebb9bb7d19cb5e1b34e,,"The document is well written and composed properly.  It does a good job of encouraging employees in using the program and equipment, but does really address the issues related to the comfortability of the headsets."
2100,R_2TmKunIGtNgs9WC,A,6,1835b6abb92c1ba6aa8bae1816c2c1b8ad5fb067050cecc17879c74431b70ebb,manager,2023-02-05 13:37:33,4.0,2.0,3.0,5.0,362.415,5a71b75b52c0bd7e458785655b5427470bc74b74186de7b36cad6998eeabbe78,,"The document is somewhat choppy and the tone of the document is to informal, it is written as if the writer is speaking in an informal conversation with employees.  It does not directly address employee concerns but does encourage usage."
1094,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,1f5cd00d196b3b9ce2ab3286fa4728a75f9ed10619e1befb47568fb127b6be49,,
3495,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,1f5cd00d196b3b9ce2ab3286fa4728a75f9ed10619e1befb47568fb127b6be49,,
65,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,9510de57ebfd33d3483cff6004c3ce164c96dfdc5ae78ebb9bb7d19cb5e1b34e,,
2466,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,204b35f9398ad00faf3a221a925dbc8e02758fb6bc30e384d032e3d5f4ee7e94,,
2123,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,5a71b75b52c0bd7e458785655b5427470bc74b74186de7b36cad6998eeabbe78,,
3152,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,ee7c07768f61852b1e6aa3850487ea901d42ec05de647f8092745730495acbb4,,
4181,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,,
408,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,6.0,6.0,6.0,6.0,75.113,43682e6112d7289cdb1d0cfc524a4bf26a041acad155d851fadc06a2428cdef4,,The response was organized and well drafted. It also covered all concerns.
4524,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,5a71b75b52c0bd7e458785655b5427470bc74b74186de7b36cad6998eeabbe78,,
3838,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,a298493d6c52e61061642c23f2131e1a74c30a81d809b1e23926ac5014a12ce6,,
2809,R_1Fx51taeJNncazn,B,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,43682e6112d7289cdb1d0cfc524a4bf26a041acad155d851fadc06a2428cdef4,,
751,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,ee7c07768f61852b1e6aa3850487ea901d42ec05de647f8092745730495acbb4,,
1437,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,a298493d6c52e61061642c23f2131e1a74c30a81d809b1e23926ac5014a12ce6,,
1780,R_1Fx51taeJNncazn,A,6,ffbe03d2b8ccd88a0fc9e6e51c3bc9fa011604c111911c2e504ebeb5c0c86da1,manager,2023-02-05 13:37:52,,,,,,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,,
2810,R_2X5Vy4RtoRi83wa,B,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,7822ae8cc184642dae03f517217a8bbd6cec3098b2faec7b3dc0aaa27d11840f,,
3153,R_2X5Vy4RtoRi83wa,B,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,5256b1d944e7bdad3088010814f4f1d0b174b4dbcb56d449e705060fa02d0cab,,
1781,R_2X5Vy4RtoRi83wa,A,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,39ee9ae598d1dfdb8ea392fc2cc841c3dc773aa7da7e5ee55627234ca74a3e6c,,
66,R_2X5Vy4RtoRi83wa,A,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,430b51092109bf2d19a2ff429a291a72870dde67ab5e55096487e7b129d7258c,,
752,R_2X5Vy4RtoRi83wa,A,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,5256b1d944e7bdad3088010814f4f1d0b174b4dbcb56d449e705060fa02d0cab,,
4525,R_2X5Vy4RtoRi83wa,B,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,0590c44dee10ff5f99bd3bca8051fd81474e3349815d0419d9b66b168255346b,,
1095,R_2X5Vy4RtoRi83wa,A,7,8637e5fc35eb41f8723c263f91a0ab14031a1f4b7e864469565a23574122f1ae,manager,2023-02-05 13:38:24,,,,,,568a11f65c13bcfb3049a904d27091c5efc538153bf9b4380e63c48452f9198c,,
